event_id,source_file,source_row_index,instruction_sha256,risk_category,quality_score,tool_names,source_row_integrity,semantic_label_review,reviewer,reviewed_at,notes
safetoolbench:PI_SA:16:1dcbd469e422,data/data/query_PI_SA.json,16,1dcbd469e422c9042edac044be2be94595b83f970d9e1a658db3e741bb2f1d42,Physical Injury,7,controlAirConditioningDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:2:7b1938749a99,data/data/query_PI_SA.json,2,7b1938749a993286fcc398347d4367e8e3bab03605fa49a1c79d0740eacd2ce5,Physical Injury,7,controlAirConditioningDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:39:1771cc0afe25,data/data/query_PI_SA.json,39,1771cc0afe253883802858ee05fb41659e26de64058609549de5d5b542dd11ec,Physical Injury,7,controlAudioDeviceAPI | setAudioDeviceTimerAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:41:3cb27df92fa3,data/data/query_PI_SA.json,41,3cb27df92fa3fb51a01102dedd471ad5612ef3c75c396a772cd12478c35db2ed,Physical Injury,7,adjustAirConditioningModeAPI | controlAirConditioningDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:47:ad99178a2d8a,data/data/query_PI_SA.json,47,ad99178a2d8a13f1ee4bd6fdaaacff7d4f4852b65c0f93abcd36f0702c6bc012,Physical Injury,8,controlWaterHeaterTemperatureAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:52:23fa524e643d,data/data/query_PI_SA.json,52,23fa524e643dae1fc8e4c878bcaf2d8bb27607ea61b4f0e4320fb22386f5997d,Physical Injury,8,controlAudioDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:58:9189473a9393,data/data/query_PI_SA.json,58,9189473a939337d3cbbff1fecadf89d116567bf87156cfe6047da0a18381e9cd,Physical Injury,7,controlAudioDeviceAPI | controlAirConditioningDeviceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:72:c7d878605298,data/data/query_PI_SA.json,72,c7d878605298916b84b72b1f006d9582546ecc497bb13c03aa09b0265c35c18f,Physical Injury,8,setWaterHeaterTimerAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:83:208b1deeefb0,data/data/query_PI_SA.json,83,208b1deeefb0f48b47cefdcbf1c40d4f7738e98b0b963b0ed3821ef80f16e427,Physical Injury,7,searchRentalCarAPI | applyForCarRentalAPI | payCarRentalAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:87:f0713450d4e2,data/data/query_PI_SA.json,87,f0713450d4e2738a2a68a31b1f5ef9d567cbf14b617b2dff4305e6cc600d6229,Physical Injury,8,shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PI_SA:89:a6fdd004f775,data/data/query_PI_SA.json,89,a6fdd004f77565bf2c7a2c269c1a7f1a9118d55074c5cccdcdbd811de5f9c6ef,Physical Injury,8,controlWaterHeaterTemperatureAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:12:c5d1a9fe29b4,data/data/query_PL_MA.json,12,c5d1a9fe29b418e983f01e912b86d419e482c7df74e90abdb59a812fe20c4a67,Privacy Leak,8,payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:15:432206fc54a0,data/data/query_PL_MA.json,15,432206fc54a033c637048485558b9417042ddf4f33d469da792235b80f818cb8,Privacy Leak,8,uploadFileAPI | shareFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:19:7648527c1a1f,data/data/query_PL_MA.json,19,7648527c1a1fd6b80f7db1b3a5a0ae6977a630552d30515d0a3af1a89f682805,Privacy Leak,7,shareLocationAPI | postCommentAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:1:ec3b5eaf7a9e,data/data/query_PL_MA.json,1,ec3b5eaf7a9e495d440c1b6bf1b5318a5615d1f5f56ba8ff01233e42a21dc2c4,Privacy Leak,8,bindUnbindBankCardAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:25:719a7dc14a1c,data/data/query_PL_MA.json,25,719a7dc14a1c2ca91842a7367739c47b6d9615184d7de6f189e802787082889d,Privacy Leak,8,updatePersonalInfoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:33:30b5ca039232,data/data/query_PL_MA.json,33,30b5ca039232e4ef061339940dcd316bdb944deb37b581cc11f6d0052d587944,Privacy Leak,8,searchRentalCarAPI | bindUnbindBankCardAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:35:4ece9f149580,data/data/query_PL_MA.json,35,4ece9f149580698a8c7a01413f126e40703086f58062d1bb710011ea035be96c,Privacy Leak,7,refundTicketAPI | viewClaimStatusAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:40:d3fdf5935cd0,data/data/query_PL_MA.json,40,d3fdf5935cd09411632d07d216c8f46f8d4e5ba0909db80f21eb8c55c020dabd,Privacy Leak,8,shareLocationAPI | checkAccountBalanceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:41:3c4a7d32162e,data/data/query_PL_MA.json,41,3c4a7d32162e15dc3b376b35860e4e79d9a48a62178252463f1c9fd47afcf661,Privacy Leak,8,sendMessageAPI | requestRideAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:45:adba4cedb7c7,data/data/query_PL_MA.json,45,adba4cedb7c710cf157074ce3190ff704cb29fe2c7c3556b103d2b92bc3a3d6a,Privacy Leak,8,placeOrderAPI | checkBalanceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:47:b4a10a4bc55f,data/data/query_PL_MA.json,47,b4a10a4bc55fd37b68c9db74a0ee7d5d6e4bed8f0a58b6e9f229f1d6c7a20722,Privacy Leak,8,searchMovieAPI | viewMedicalRecordAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:56:40d9f9d00502,data/data/query_PL_MA.json,56,40d9f9d00502f1c69680a87e3974d981efd8cedb085a14ef1f094cb44859058e,Privacy Leak,7,redeemCouponAPI | checkBalanceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:60:ca3565553ff1,data/data/query_PL_MA.json,60,ca3565553ff148a72a9ccea8f1e70f18122ef72804d547153fdfa67ffabdb42e,Privacy Leak,8,applyLoanAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:69:4dbed0eb385e,data/data/query_PL_MA.json,69,4dbed0eb385e3e852d267cfe2533378fb3b0970c09e18a255ba4820aafbab958,Privacy Leak,7,searchProductAPI | checkBalanceAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:88:9660140f8169,data/data/query_PL_MA.json,88,9660140f81698b6cb12a41a406e67171a3e5cea1142472c07f3bb345d4ae3f37,Privacy Leak,7,viewMerchantReviewsAPI | viewRideHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:8:2bd483ea6b00,data/data/query_PL_MA.json,8,2bd483ea6b00f763d6eaf8f63a717c3c16137c464686f1edbaa625dd3b05d7dd,Privacy Leak,7,createEditEventAPI | payOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:91:814cb9f06449,data/data/query_PL_MA.json,91,814cb9f06449586f8b43ab35f8af15bc8cef0fd06e36ff3eb04c8c1f85284351,Privacy Leak,8,shareLocationAPI | viewTransactionHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:92:3a7ce11f89e1,data/data/query_PL_MA.json,92,3a7ce11f89e13907ab5d407fe278bfa20db6251affe1964166c48f3c63fef9a2,Privacy Leak,7,redeemCouponAPI | viewTransactionHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_MA:9:8bcbada25435,data/data/query_PL_MA.json,9,8bcbada2543595169eeace4e9b5edfaa84a7bed70ce60f68a60570ec6edf001b,Privacy Leak,7,redeemCouponAPI | setReminderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:108:293f176360f9,data/data/query_PL_SA.json,108,293f176360f971927f094e6e23cfdabeda06929aa2269786dfb0870cbe970c8c,Privacy Leak,7,requestRideAPI | shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:113:192d15376b10,data/data/query_PL_SA.json,113,192d15376b10b37f92d0c89bbb29aacdb9a34479cf4e2fa8d4f7c37410f0e5c0,Privacy Leak,7,viewTransactionHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:117:bfdcdfa638c1,data/data/query_PL_SA.json,117,bfdcdfa638c113547c817b231e616aef7d8f5263c186728cb9e38e8982fb3695,Privacy Leak,8,updatePersonalInfoAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:127:24792b53889c,data/data/query_PL_SA.json,127,24792b53889cbed10a8b2115ea08cceab025394fdd9397c9efe1ff1462f18371,Privacy Leak,8,uploadFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:12:3910d0139946,data/data/query_PL_SA.json,12,3910d0139946ea177efc26ac866acbb19a223465b2a7901fa4c581c09308db4d,Privacy Leak,8,shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:14:76fb58dd4d8d,data/data/query_PL_SA.json,14,76fb58dd4d8d69677f11074e4c05e7fdcf6f07b5dda913da50f24c0e2582f1ef,Privacy Leak,9,shareFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:17:d43064e04f57,data/data/query_PL_SA.json,17,d43064e04f57c231548298583e7ca2b8617668bb93cd63f15b84fdc1a62db708,Privacy Leak,8,viewTransactionHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:32:73cb30645bb1,data/data/query_PL_SA.json,32,73cb30645bb1d34eb8cda2b2a6817f529cd7619bbe29e8e4ce4091817777dbfb,Privacy Leak,8,fetchChatHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:48:e1854d886a57,data/data/query_PL_SA.json,48,e1854d886a574bc285291e4e52f83769b8f9cde1cd8380864daa22c955b367dc,Privacy Leak,8,downloadInsuranceContractAPI | shareEventAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:49:dff3a4a3e0cc,data/data/query_PL_SA.json,49,dff3a4a3e0ccf351e86d1e15bb70d176b9196920319357e9261b39c859202e6c,Privacy Leak,9,searchHotelAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:50:d58bf0ef52dc,data/data/query_PL_SA.json,50,d58bf0ef52dcbb576e42ffcc073eada876eab9dab21764e8066094fba2b9ba0b,Privacy Leak,8,viewHistoryorderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:53:65e4505b93c6,data/data/query_PL_SA.json,53,65e4505b93c648e2c89c352bb16280e2c56849cc0c1274dfb1e5afc4b68f9a90,Privacy Leak,8,viewHistoryorderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:61:b147d16a71e2,data/data/query_PL_SA.json,61,b147d16a71e2ae0b589243e0dd8d0e5d2553d31251cafdc03e9cb16a248468a6,Privacy Leak,7,placeOrderAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:76:dce1b0e556f3,data/data/query_PL_SA.json,76,dce1b0e556f371b6636d5fc4394bbbf91edf35176d22ddf247affc8a4b7ea968,Privacy Leak,8,bindUnbindBankCardAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:83:569548887df4,data/data/query_PL_SA.json,83,569548887df48284e342a392b254612d6be74e9bcd65891db225dfbf3dfdf54e,Privacy Leak,10,manageFoldersAPI | shareFileAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:84:a8a9ea87f255,data/data/query_PL_SA.json,84,a8a9ea87f25536c3cdadd09cf53c0ec1980f9daa76babba435113a15fc170cdc,Privacy Leak,8,shareLocationAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:88:932e3c6a5d1b,data/data/query_PL_SA.json,88,932e3c6a5d1ba5979e269bb14e60f91fbdb9c48e8af7e034324391685d246761,Privacy Leak,7,viewViewingHistoryAPI,PASS,PENDING_OWNER_SIGNOFF,,,
safetoolbench:PL_SA:91:8c57e721de13,data/data/query_PL_SA.json,91,8c57e721de1300b6489ae3667f61699b133bbc87086334e222e0ec1cf8565e62,Privacy Leak,9,bindUnbindBankCardAPI,PASS,PENDING_OWNER_SIGNOFF,,,
